id,owner-uid,name,description,category,attribution,periodOfTime,postingFreq,originator,link,downloadCount,viewCount,licenseId,publicationDate,rowsUpdateAt,tags,rowLabel,metadataLanguage,numberColumns,numColumnDescriptions,numTags
rxjk-6ieq,7ykf-4t5h,Report Card Enrollment from 2014-15 to Current Year,"This file includes Report Card enrollment data from 2014-15 through the most current year of data. Data is disaggregated by school, district, and the state level and includes counts of students by the following groups: grade level, gender, race/ethnicity, and student programs and special characteristics. Please review the notes below for more information.",Education,OSPI,,,,https://washingtonstatereportcard.ospi.k12.wa.us/,703,1912,,2021-01-20 12:26:46,2021-01-20 12:26:39,"['reportcard', 'ospi', 'k-12', 'student', '2018', '2019', '2017', '2016', '2015', 'enrollment']","Single Organization (School, District, or State) by Grade Level",,43,31,10
pzcu-jpab,h2ue-vnnt,CPA Firm Search,"1.	Board Orders prior to December 31, 2019 may not be accessible.  If you need assistance, please contact us at (360) 753-2586 or customerservice@acb.wa.gov.
2.	As of January 1, 2020, all newly posted Board Orders will be web accessible. 

Disclaimer: In the interest of transparency, the Board has made a copy of the selected portions of the database available through this website. Although this information is updated nightly, the information found through this service is not guaranteed to be accurate or timely.

The Board does not guarantee the use of this information for any purpose and as such, the information obtained from this database should not be considered an official endorsement of any individual or firm.

To inquire about any disciplinary actions taken against an individual or firm, please contact enforcement at (360) 664-9266. For all other inquiries, please contact customer service at (360) 753-2586.",Consumer Protection,Washington State Board of Accountancy,CY 2018,Daily,Washington State Board of Accountancy,https://acb.wa.gov,2859,1852,PUBLIC_DOMAIN,2018-07-09 12:07:04,2021-02-15 08:27:38,"['cpa', 'accountancy', 'accountants', 'license', 'licensing', 'business']",,English,9,0,6
fvrz-yz45,f74g-etqg,Complaint By Practice,This dataset contains codes which attempts to summarize the issues described in the complaints.,Consumer Protection,Washington State Attorney General's Office,,,,,0,0,,2016-08-08 15:21:08,2021-02-14 19:05:38,['consumer protection data consumer complaints'],Complaint,,24,2,1
q57g-ay7d,4qen-4xif,WA RCO SCORP 2013 Dataset Part 4 of 7,"This dataset is a survey of outdoor recreation demand which includes responses from 3,114 residents of Washington state who were interviewed by phone between August 27 and October 26, 2012. The telephone survey was conducted using random digit dialing.  To meet the regional planning requirements of the project, the sample was stratified by the 10 planning regions in Washington (see the 2013 SCORP Plan, Appendix A for survey methodology and map). The consultant obtained a minimum of 300 completed interviews in each region.  Within each region, the results were weighted by demographic characteristics so that the sample was representative of residents of that region.  For statewide results, each region was weighted to be in proper proportion to the state population as a whole.  Study findings are representative at the statewide level as well as by planning region.  Any manipulation or analysis of the data should take this sampling approach and weighting into account.",Recreation,Washington State Recreation and Conservation Office (WA RCO),,,,http://www.rco.wa.gov,1262,1839,PUBLIC_DOMAIN,2013-10-31 15:12:09,2013-10-24 12:36:09,"['washington state (wa)', 'recreation and conservation office (rco)', 'state comprehensive outdoor recreation plan (scorp) 2013', 'national park service (nps)']",,,253,0,4
brpd-b6zd,v3pq-y2y4,LCB Marijuana Renewal,,Public Safety,,,,,,3237,1766,,2015-05-15 06:33:34,2021-02-06 04:30:55,"['lcb', 'renewal']",,,32,0,2
67cp-h962,6hhm-htpq,Independent Campaign Expenditures and Electioneering Communications,"This dataset contains information about independent expenditures, independent expenditure ads, and electioneering communications reported by individuals, businesses, unions, organizations, or any other person as defined in RCW 42.17A for the last 10 years as reported to the PDC on form C6 Independent Expenditure and Electioneering Communications.

Only expenditures meeting the following criteria are reportable (see RCW 42.17A for details):
Independent Expenditures of $100 or more
Independent Expenditure Ads appearing within 21 days of an election costing $1,000 or more
Electioneering Communications appearing within 60 days of an election costing $1,000 or more

This dataset is a best-effort by the PDC to provide a complete set of records as described herewith and may contain incomplete or incorrect information. The PDC provides access to the original reports for the purpose of record verification.
Descriptions attached to this dataset do not constitute legal definitions; please consult RCW 42.17A and WAC Title 390 for legal definitions and additional information regarding political finance disclosure requirements.
CONDITION OF RELEASE: This publication constitutes a list of individuals prepared by the Washington State Public Disclosure Commission and may not be used for commercial purposes. This list is provided on the condition and with the understanding that the persons receiving it agree to this statutorily imposed limitation on its use. See
RCW 42.56.070(9) and AGO 1975 No. 15.",Politics,Washington State Public Disclosure Commission,,,,http://pdc.wa.gov,1213,1711,PUBLIC_DOMAIN,2021-02-08 22:01:48,2021-02-08 22:00:49,N/A,,,56,56,0
9ncw-tqjn,sbxf-tc9c,L&I Affidavit Project Details,Affidavit filed by an employer/contractor for work done on a public works project.,Labor,L&I,,,,,4663,1709,,2020-10-06 18:43:05,2021-02-15 07:03:46,"['contractor', 'affidavit', 'company', 'agency']",Row,,42,41,4
irc2-87d5,4qen-4xif,WA RCO SCORP 2013 Dataset Part 1 of 7,"This dataset is a survey of outdoor recreation demand which includes responses from 3,114 residents of Washington state who were interviewed by phone between August 27 and October 26, 2012. The telephone survey was conducted using random digit dialing.  To meet the regional planning requirements of the project, the sample was stratified by the 10 planning regions in Washington (see the 2013 SCORP Plan, Appendix A for survey methodology and map). The consultant obtained a minimum of 300 completed interviews in each region.  Within each region, the results were weighted by demographic characteristics so that the sample was representative of residents of that region.  For statewide results, each region was weighted to be in proper proportion to the state population as a whole.  Study findings are representative at the statewide level as well as by planning region.  Any manipulation or analysis of the data should take this sampling approach and weighting into account.",Recreation,Washington State Recreation and Conservation Office (WA RCO),,,,http://www.rco.wa.gov,1720,1706,PUBLIC_DOMAIN,2013-10-24 12:55:31,2013-10-24 09:34:15,"['washington', 'state', 'wa', 'recreation', 'conservation', 'office', 'rco', 'comprehensive', 'outdoor', 'plan', 'scorp', '2013', 'national park service', 'nps']",,,232,0,14
qtus-455b,7ykf-4t5h,Washington School Improvement Framework (WSIF) 2019 Run,2019 Run of the Washington School Improvement Framework for Federal School Accountability under the Every Student Succeeds Act,Education,OSPI Achievement Data,,,,,0,0,,2020-02-13 16:46:10,2020-02-13 16:46:09,"['washington school improvement framework', 'wsif', 'education', 'k-12', 'accountability', 'ospi', 'report card', '2019', 'students', 'essa', 'every student succeeds act']",,,56,56,11
i278-it6c,4qen-4xif,WA RCO SCORP 2013 Dataset Part 3 of 7,"This dataset is a survey of outdoor recreation demand which includes responses from 3,114 residents of Washington state who were interviewed by phone between August 27 and October 26, 2012. The telephone survey was conducted using random digit dialing.  To meet the regional planning requirements of the project, the sample was stratified by the 10 planning regions in Washington (see the 2013 SCORP Plan, Appendix A for survey methodology and map). The consultant obtained a minimum of 300 completed interviews in each region.  Within each region, the results were weighted by demographic characteristics so that the sample was representative of residents of that region.  For statewide results, each region was weighted to be in proper proportion to the state population as a whole.  Study findings are representative at the statewide level as well as by planning region.  Any manipulation or analysis of the data should take this sampling approach and weighting into account.",Recreation,Washington State Recreation and Conservation Office (WA RCO),,,,http://www.rco.wa.gov,1193,1659,PUBLIC_DOMAIN,2013-10-31 15:11:46,2013-10-24 12:13:18,"['washington state (wa)', 'recreation and conservation office (rco)', 'state comprehensive outdoor recreation plan (scorp) 2013', 'national park service (nps)']",,,254,0,4
ydb3-3dnq,4qen-4xif,WA RCO SCORP 2013 Dataset Part 5 of 7,"This dataset is a survey of outdoor recreation demand which includes responses from 3,114 residents of Washington state who were interviewed by phone between August 27 and October 26, 2012. The telephone survey was conducted using random digit dialing.  To meet the regional planning requirements of the project, the sample was stratified by the 10 planning regions in Washington (see the 2013 SCORP Plan, Appendix A for survey methodology and map). The consultant obtained a minimum of 300 completed interviews in each region.  Within each region, the results were weighted by demographic characteristics so that the sample was representative of residents of that region.  For statewide results, each region was weighted to be in proper proportion to the state population as a whole.  Study findings are representative at the statewide level as well as by planning region.  Any manipulation or analysis of the data should take this sampling approach and weighting into account.",Recreation,Washington State Recreation and Conservation Office (WA RCO),,,,http://www.rco.wa.gov,1058,1624,PUBLIC_DOMAIN,2013-10-31 15:12:37,2013-10-24 12:44:15,"['washington state (wa)', 'recreation and conservation office (rco)', 'state comprehensive outdoor recreation plan (scorp) 2013', 'national park service (nps)']",,,247,0,4
